step_index,x,y,cost,inter,fitness,sum_nutrients
41,2.76,2.720273446075414,2.76,-1.6379234768493234e-05,2.7599836207652313,2.7599836207652313
41,2.706710728580194,2.727723745430354,2.76,-1.6379234768493234e-05,2.7599836207652313,2.7599836207652313
41,2.76,2.720273446075414,2.76,-1.6379234768493234e-05,2.7599836207652313,2.7599836207652313
41,2.706710728580194,2.727723745430354,2.76,-1.6379234768493234e-05,2.7599836207652313,2.7599836207652313
