step_index,x,y,cost,inter,fitness,sum_nutrients
41,2.339626693336453,2.6264044685945973,2.76,0.0,2.76,13.799999999999999
41,2.76,2.76,2.76,0.0,2.76,13.799999999999999
41,2.339626693336453,2.6264044685945973,2.76,0.0,2.76,13.799999999999999
41,2.76,2.76,2.76,0.0,2.76,13.799999999999999
