step_index,x,y,cost,inter,fitness,sum_nutrients
41,2.6725780900338814,2.448726372933576,2.76,0.0,2.76,13.799999999999999
41,2.76,2.76,2.76,0.0,2.76,13.799999999999999
41,2.6725780900338814,2.448726372933576,2.76,0.0,2.76,13.799999999999999
41,2.76,2.76,2.76,0.0,2.76,13.799999999999999
